Iteration 91835, loss 2.5603952203363116
Iteration 29356, loss 2.8728915851775416
Iteration 29357, loss 2.3728915851775416
Iteration 29358, loss 2.3728915851775416
Iteration 29359, loss 2.3728915851775416
Iteration 29360, loss 2.3728915851775416
Iteration 29361, loss 2.3728915851775416
Iteration 29362, loss 2.3728915851775416
Iteration 29363, loss 3.343307585177541
Iteration 29364, loss 3.343307585177541
Iteration 29365, loss 2.671885778337062
Iteration 29366, loss 3.343307585177541
Iteration 29367, loss 3.343307585177541
Iteration 29368, loss 3.343307585177541
Iteration 29369, loss 2.4021820882232587
Iteration 29370, loss 2.0882860161414305
Iteration 29371, loss 4.08089001614143
Iteration 29372, loss 4.08089001614143
Iteration 29373, loss 2.0882860161414305
Iteration 29374, loss 2.6587087525380992
Iteration 29375, loss 2.389965167360561
Iteration 29376, loss 2.389965167360561
Iteration 29377, loss 2.389965167360561
Iteration 29378, loss 3.0330564131887137
Iteration 29379, loss 3.657324413188714
Iteration 29380, loss 3.3144439983662526
Iteration 29381, loss 3.3144439983662526
Iteration 29382, loss 3.3144439983662526
Iteration 29383, loss 3.3144439983662526
Iteration 29384, loss 3.657324413188714
Iteration 29385, loss 3.657324413188714
Iteration 29386, loss 3.657324413188714
Iteration 29387, loss 3.657324413188714
Iteration 29388, loss 3.657324413188714
Iteration 29389, loss 3.657324413188714
Iteration 29390, loss 5.649803259936968
Iteration 29391, loss 5.649803259936968
Iteration 29392, loss 5.649803259936968
Iteration 29393, loss 5.649803259936968
Iteration 29394, loss 6.590928751190139
Iteration 29395, loss 6.590928751190139
Iteration 29396, loss 5.592438249492384
Iteration 29397, loss 3.5998342494923845
Iteration 29398, loss 3.2569538346699236
Iteration 29399, loss 3.156338664314845
Iteration 29400, loss 4.154630530201176
Iteration 29401, loss 4.340730115378716
Iteration 29402, loss 4.340730115378716
Iteration 29403, loss 4.934391439661653
Iteration 29404, loss 4.934391439661653
Iteration 29405, loss 4.355699036241414
Iteration 29406, loss 2.857407170355077
Iteration 29407, loss 2.857407170355077
Iteration 29408, loss 2.9285525965797596
Iteration 29409, loss 2.62941824949238
Iteration 29410, loss 1.8306023777663099
Iteration 29411, loss 3.5788942436526456
Iteration 29412, loss 3.5788942436526456
Iteration 29413, loss 3.5425168658863373
Iteration 29414, loss 3.429332618569465
Iteration 29415, loss 4.455825863036849
Iteration 29416, loss 3.4575339971505143
Iteration 29417, loss 2.800679747658133
Iteration 29418, loss 2.3301169991809916
Iteration 29419, loss 3.200708103972228
Iteration 29420, loss 4.856708103972227
Iteration 29421, loss 5.5277289349736485
Iteration 29422, loss 5.278936934973649
Iteration 29423, loss 5.278936934973649
Iteration 29424, loss 4.779640184466029
Iteration 29425, loss 4.750202932943169
Iteration 29426, loss 3.27993793294317
Iteration 29427, loss 2.2807920000000026
Iteration 29428, loss 2.273396000000003
Iteration 29429, loss 2.273396000000003
Iteration 29430, loss 2.273396000000003
Iteration 29431, loss 2.273396000000003
Iteration 29432, loss 2.401020000000002
Iteration 29433, loss 1.5951712900762733
Iteration 29434, loss 1.3451712900762736
Iteration 29435, loss 1.187963290076274
Iteration 29436, loss 1.187963290076274
Iteration 29437, loss 1.2174005415991336
Iteration 29438, loss 1.202645251522861
Iteration 29439, loss 1.202645251522861
Iteration 29440, loss 1.202645251522861
Iteration 29441, loss 1.0115583395291898
Iteration 29442, loss 1.669178238750835
Iteration 29443, loss 1.703602885372534
Iteration 29444, loss 1.703602885372534
Iteration 29445, loss 1.6498455447374176
Iteration 29446, loss 1.6498455447374176
Iteration 29447, loss 1.6498455447374176
Iteration 29448, loss 3.2349944974555616
Iteration 29449, loss 3.0478434835016373
Iteration 29450, loss 1.7039122573615382
Iteration 29451, loss 1.7039122573615382
Iteration 29452, loss 1.5951592030644857
Iteration 29453, loss 1.0953101973633743
Iteration 29454, loss 1.0953101973633743
Iteration 29455, loss 1.124743203064485
Iteration 29456, loss 1.124743203064485
Iteration 29457, loss 1.124743203064485
Iteration 29458, loss 2.0951592030644863
Iteration 29459, loss 1.588605251522862
Iteration 29460, loss 1.588605251522862
Iteration 29461, loss 1.588605251522862
Iteration 29462, loss 1.7458132515228622
Iteration 29463, loss 1.7458132515228622
Iteration 29464, loss 2.700137046967523
Iteration 29465, loss 2.450137046967523
Iteration 29466, loss 5.276428724717198
Iteration 29467, loss 5.276428724717198
Iteration 29468, loss 6.026428724717198
Iteration 29469, loss 5.5278756834507865
Iteration 29470, loss 4.777875683450788
Iteration 29471, loss 4.277875683450788
Iteration 29472, loss 4.277875683450788
Iteration 29473, loss 1.4515840000000026
Iteration 29474, loss 2.3791067811865503
Iteration 29475, loss 2.2514827811865503
Iteration 29476, loss 1.54585878118655
Iteration 29477, loss 2.2514827811865503
Iteration 29478, loss 2.50148278118655
Iteration 29479, loss 2.00148278118655
Iteration 29480, loss 3.986690781186549
Iteration 29481, loss 4.2795840000000025
Iteration 29482, loss 4.2795840000000025
Iteration 29483, loss 4.250000000000002
Iteration 29484, loss 3.250000000000002
Iteration 29485, loss 1.7726410000000024
Iteration 29486, loss 2.6867920000000027
Iteration 29487, loss 2.6867920000000027
Iteration 29488, loss 2.074313704898734
Iteration 29489, loss 2.802214119721195
Iteration 29490, loss 4.214505985607531
Iteration 29491, loss 3.0726055707850697
Iteration 29492, loss 3.6850838658863374
Iteration 29493, loss 3.6702918658863375
Iteration 29494, loss 1.758000011402225
Iteration 29495, loss 1.265502786887661
Iteration 29496, loss 1.265502786887661
Iteration 29497, loss 1.265502786887661
Iteration 29498, loss 1.265502786887661
Iteration 29499, loss 1.558729275485439
Iteration 29500, loss 2.0804642754854386
Iteration 29501, loss 1.265502786887661
Iteration 29502, loss 1.7653259116338504
Iteration 29503, loss 1.7653259116338504
Iteration 29504, loss 2.2578231361484136
Iteration 29505, loss 3.2576721247461915
Iteration 29506, loss 2.2576721247461924
Iteration 29507, loss 2.2576721247461924
Iteration 29508, loss 1.1944825367191654
Iteration 29509, loss 1.1944825367191654
Iteration 29510, loss 1.1944825367191654
Iteration 29511, loss 1.1944825367191654
Iteration 29512, loss 1.1944825367191654
Iteration 29513, loss 1.1944825367191654
Iteration 29514, loss 1.6943757555326184
Iteration 29515, loss 1.6943757555326184
Iteration 29516, loss 1.6943757555326184
Iteration 29517, loss 1.1944825367191654
Iteration 29518, loss 1.1944825367191654
Iteration 29519, loss 1.1944825367191654
Iteration 29520, loss 1.1944825367191654
Iteration 29521, loss 1.1944825367191654
Iteration 29522, loss 1.1944825367191654
Iteration 29523, loss 1.1944825367191654
Iteration 29524, loss 2.1086335367191658
Iteration 29525, loss 1.8656907811865482
Iteration 29526, loss 1.8656907811865482
Iteration 29527, loss 2.558156619384206
Iteration 29528, loss 2.558156619384206
Iteration 29529, loss 2.558156619384206
Iteration 29530, loss 2.207364619384206
Iteration 29531, loss 2.207364619384206
Iteration 29532, loss 2.2072577925887726
Iteration 29533, loss 1.7442065000000024
Iteration 29534, loss 1.4027905000000027
Iteration 29535, loss 1.4027905000000027
Iteration 29536, loss 0.90289728118655
Iteration 29537, loss 1.1530170000000028
Iteration 29538, loss 0.9475400221304665
Iteration 29539, loss 1.0040553628406206
Iteration 29540, loss 1.724471351438398
Iteration 29541, loss 1.4400630648877304
Iteration 29542, loss 1.7756910221304665
Iteration 29543, loss 1.7756910221304656
Iteration 29544, loss 1.0338420221304672
Iteration 29545, loss 2.6198219323458924
Iteration 29546, loss 6.032264615796678
Iteration 29547, loss 4.887116705581252
Iteration 29548, loss 4.887116705581252
Iteration 29549, loss 4.685385683450788
Iteration 29550, loss 1.1872191931595228
Iteration 29551, loss 0.773068250170633
Iteration 29552, loss 0.773068250170633
Iteration 29553, loss 0.613256931757302
Iteration 29554, loss 1.4336344545617443
Iteration 29555, loss 1.6635657084781568
Iteration 29556, loss 1.7922303927479548
Iteration 29557, loss 1.9781789698803791
Iteration 29558, loss 1.1500279356737142
Iteration 29559, loss 1.7854540776598458
Iteration 29560, loss 1.4820031925769024
Iteration 29561, loss 1.4820031925769024
Iteration 29562, loss 1.2748136136962094
Iteration 29563, loss 2.163620525194128
Iteration 29564, loss 2.5777715137919066
Iteration 29565, loss 2.405469513791906
Iteration 29566, loss 1.9868601646539683
Iteration 29567, loss 1.9419439022877858
Iteration 29568, loss 1.9419439022877858
Iteration 29569, loss 1.5277562607773876
Iteration 29570, loss 1.8472773839750383
Iteration 29571, loss 1.8077809583592603
Iteration 29572, loss 1.8077809583592603
Iteration 29573, loss 1.4453666163481556
Iteration 29574, loss 1.248633135401919
Iteration 29575, loss 1.248633135401919
Iteration 29576, loss 1.1200159615191052
Iteration 29577, loss 1.1200159615191052
Iteration 29578, loss 1.085122742705653
Iteration 29579, loss 1.0997679942285117
Iteration 29580, loss 0.6494532130419637
Iteration 29581, loss 2.194167922965692
Iteration 29582, loss 1.6296219614465892
Iteration 29583, loss 1.6444139614465891
Iteration 29584, loss 2.081547961446589
Iteration 29585, loss 3.066755961446589
Iteration 29586, loss 2.0667560070554765
Iteration 29587, loss 2.0667560070554765
Iteration 29588, loss 2.0667560070554765
Iteration 29589, loss 2.0667560070554765
Iteration 29590, loss 2.108438386319045
Iteration 29591, loss 3.1084383407101566
Iteration 29592, loss 3.1084383407101566
Iteration 29593, loss 2.630214210938971
Iteration 29594, loss 2.451458898058256
Iteration 29595, loss 2.630214210938971
Iteration 29596, loss 1.97373539269627
Iteration 29597, loss 2.030188079815555
Iteration 29598, loss 2.030188079815555
Iteration 29599, loss 2.030188079815555
Iteration 29600, loss 2.123536637841903
Iteration 29601, loss 1.951864490291269
Iteration 29602, loss 1.951864490291269
Iteration 29603, loss 1.951864490291269
Iteration 29604, loss 2.115952905113731
Iteration 29605, loss 2.272755312880718
Iteration 29606, loss 2.272755312880718
Iteration 29607, loss 1.7226796108314717
Iteration 29608, loss 1.8946796108314716
Iteration 29609, loss 1.4806796108314715
Iteration 29610, loss 1.4806796108314715
Iteration 29611, loss 1.8946796108314716
Iteration 29612, loss 2.3932326577989924
Iteration 29613, loss 2.2292326577989927
Iteration 29614, loss 2.6863136321450614
Iteration 29615, loss 1.7738490000000027
Iteration 29616, loss 1.3949299059327402
Iteration 29617, loss 1.3949299059327402
Iteration 29618, loss 1.3949299059327402
Iteration 29619, loss 1.8088414911102788
Iteration 29620, loss 1.8088414911102788
Iteration 29621, loss 1.8088414911102788
Iteration 29622, loss 1.73772190593274
Iteration 29623, loss 1.73772190593274
Iteration 29624, loss 1.73772190593274
Iteration 29625, loss 1.73772190593274
Iteration 29626, loss 1.73772190593274
Iteration 29627, loss 1.495117905932739
Iteration 29628, loss 1.6167920000000013
Iteration 29629, loss 2.102000000000002
Iteration 29630, loss 1.609396000000002
Iteration 29631, loss 1.6951975865319049
Iteration 29632, loss 1.7457615922330154
Iteration 29633, loss 1.7457615922330154
Iteration 29634, loss 1.3020265694285715
Iteration 29635, loss 1.7872345694285712
Iteration 29636, loss 1.7872345694285716
Iteration 29637, loss 1.2872346150374585
Iteration 29638, loss 1.9089896378419033
Iteration 29639, loss 3.007877092233016
Iteration 29640, loss 2.1009949443453917
Iteration 29641, loss 1.3586929443453921
Iteration 29642, loss 2.1014111546061103
Iteration 29643, loss 3.9220151546061106
Iteration 29644, loss 3.9220151546061106
Iteration 29645, loss 3.9220151546061106
Iteration 29646, loss 3.9220151546061106
Iteration 29647, loss 3.92201515460611
Iteration 29648, loss 2.1014111546061103
Iteration 29649, loss 2.1014111546061103
Iteration 29650, loss 2.1014111546061103
Iteration 29651, loss 1.6014111546061107
Iteration 29652, loss 1.6014111546061107
Iteration 29653, loss 1.6014111546061107
Iteration 29654, loss 1.6014111546061107
Iteration 29655, loss 1.6014111546061107
Iteration 29656, loss 1.5156248081969805
Iteration 29657, loss 1.5156248081969805
Iteration 29658, loss 1.6014111546061107
Iteration 29659, loss 1.6014111546061107
Iteration 29660, loss 1.6014111546061107
Iteration 29661, loss 1.2657163378585334
Iteration 29662, loss 1.2657163378585334
Iteration 29663, loss 1.758213562373097
Iteration 29664, loss 1.758213562373097
Iteration 29665, loss 2.429396000000001
Iteration 29666, loss 1.944188000000001
Iteration 29667, loss 2.030339000000001
Iteration 29668, loss 1.4589800228044465
Iteration 29669, loss 1.4589800228044465
Iteration 29670, loss 1.4589800228044465
Iteration 29671, loss 2.429396022804446
Iteration 29672, loss 2.429396022804446
Iteration 29673, loss 2.429396022804446
Iteration 29674, loss 2.429396022804446
Iteration 29675, loss 3.3435470000000027
Iteration 29676, loss 2.40242150304572
Iteration 29677, loss 2.40242150304572
Iteration 29678, loss 1.7781535030457205
Iteration 29679, loss 2.40242150304572
Iteration 29680, loss 2.40242150304572
Iteration 29681, loss 2.2454421630138146
Iteration 29682, loss 2.2454421630138146
Iteration 29683, loss 2.40242150304572
Iteration 29684, loss 2.40242150304572
Iteration 29685, loss 2.7448597525380993
Iteration 29686, loss 2.40242150304572
Iteration 29687, loss 2.9731506049874663
Iteration 29688, loss 4.973150604987466
Iteration 29689, loss 5.386999604987467
Iteration 29690, loss 5.386999604987467
Iteration 29691, loss 5.327974090539527
Iteration 29692, loss 4.827974090539527
Iteration 29693, loss 4.827974090539527
Iteration 29694, loss 4.327974090539526
Iteration 29695, loss 4.327974090539526
Iteration 29696, loss 2.529042516764209
Iteration 29697, loss 2.8720372444673847
Iteration 29698, loss 6.840807541601267
Iteration 29699, loss 5.555789203742734
Iteration 29700, loss 5.805638203742733
Iteration 29701, loss 4.963221634992412
Iteration 29702, loss 4.963221634992412
Iteration 29703, loss 2.5510183663640884
Iteration 29704, loss 2.5510183663640884
Iteration 29705, loss 2.258151000000002
Iteration 29706, loss 1.8586410000000018
Iteration 29707, loss 1.929778945840516
Iteration 29708, loss 1.3437789458405165
Iteration 29709, loss 1.929778945840516
Iteration 29710, loss 1.6381549458405154
Iteration 29711, loss 1.787664934438294
Iteration 29712, loss 1.787664934438294
Iteration 29713, loss 1.787664934438294
Iteration 29714, loss 1.6381549458405154
Iteration 29715, loss 1.8387520000000013
Iteration 29716, loss 1.8387520000000013
Iteration 29717, loss 1.8091680000000014
Iteration 29718, loss 1.8091680000000014
Iteration 29719, loss 1.8091680000000014
Iteration 29720, loss 2.8091680000000014
Iteration 29721, loss 2.8091680000000014
Iteration 29722, loss 2.8091680000000014
Iteration 29723, loss 2.8091680000000014
Iteration 29724, loss 4.809168000000001
Iteration 29725, loss 4.809168000000001
Iteration 29726, loss 4.309168000000001
Iteration 29727, loss 3.309168000000001
Iteration 29728, loss 3.257396045608889
Iteration 29729, loss 3.343547045608889
Iteration 29730, loss 4.343547045608889
Iteration 29731, loss 4.343547045608889
Iteration 29732, loss 4.343547045608889
Iteration 29733, loss 4.343547045608889
Iteration 29734, loss 4.343547045608889
Iteration 29735, loss 3.84354704560889
Iteration 29736, loss 3.84354704560889
Iteration 29737, loss 1.8731310456088899
Iteration 29738, loss 2.3731310456088903
Iteration 29739, loss 2.3731310456088903
Iteration 29740, loss 2.3731310000000025
Iteration 29741, loss 1.9891722515228611
Iteration 29742, loss 1.9891722515228611
Iteration 29743, loss 1.9030212515228615
Iteration 29744, loss 1.9030212515228615
Iteration 29745, loss 1.9030212515228615
Iteration 29746, loss 1.304319490288533
Iteration 29747, loss 1.4311842615701178
Iteration 29748, loss 2.1693978515842165
Iteration 29749, loss 2.1693978515842165
Iteration 29750, loss 2.030036994298893
Iteration 29751, loss 2.030036994298893
Iteration 29752, loss 1.9031280327094082
Iteration 29753, loss 1.7100412458217504
Iteration 29754, loss 1.5675368367003988
Iteration 29755, loss 1.567536836700399
Iteration 29756, loss 1.567536836700399
Iteration 29757, loss 1.567536836700399
Iteration 29758, loss 1.5675368367003997
Iteration 29759, loss 1.5675368367003997
Iteration 29760, loss 1.8440000000000025
Iteration 29761, loss 1.844000000000002
Iteration 29762, loss 1.844000000000002
Iteration 29763, loss 1.844000000000002
Iteration 29764, loss 1.844000000000002
Iteration 29765, loss 1.538099585177541
Iteration 29766, loss 1.8028915851775416
Iteration 29767, loss 1.3324755851775416
Iteration 29768, loss 1.3324755851775416
Iteration 29769, loss 1.3324755851775414
Iteration 29770, loss 2.7443275851775413
Iteration 29771, loss 2.0874733356851594
Iteration 29772, loss 4.800933019135947
Iteration 29773, loss 5.4139201328190385
Iteration 29774, loss 5.714422914005587
Iteration 29775, loss 5.599216471016696
Iteration 29776, loss 4.6347061524348705
Iteration 29777, loss 4.3847061524348705
Iteration 29778, loss 1.8864144689840836
Iteration 29779, loss 1.8864144689840836
Iteration 29780, loss 1.8864144689840836
Iteration 29781, loss 1.8864144689840836
Iteration 29782, loss 1.7299098324986817
Iteration 29783, loss 1.6442118324986816
Iteration 29784, loss 3.2577974661345954
Iteration 29785, loss 3.2577974661345954
Iteration 29786, loss 3.2577974661345954
Iteration 29787, loss 3.7577974661345963
Iteration 29788, loss 3.7577974661345963
Iteration 29789, loss 4.257797466134596
Iteration 29790, loss 4.0001510000000025
Iteration 29791, loss 4.0001510000000025
Iteration 29792, loss 4.000000000000002
Iteration 29793, loss 3.0864530000000037
Iteration 29794, loss 3.0864530000000037
Iteration 29795, loss 3.0864530000000037
Iteration 29796, loss 1.8089652737876953
Iteration 29797, loss 1.568036221432616
Iteration 29798, loss 1.36982084398705
Iteration 29799, loss 1.1198208439870503
Iteration 29800, loss 1.7611568499284487
Iteration 29801, loss 1.7611568499284487
Iteration 29802, loss 1.6578822561931208
Iteration 29803, loss 2.621752171480315
Iteration 29804, loss 1.6578822561931208
Iteration 29805, loss 1.7098343635146012
Iteration 29806, loss 1.7248290114022253
Iteration 29807, loss 2.666176596579763
Iteration 29808, loss 2.845057000000002
Iteration 29809, loss 2.4526410000000025
Iteration 29810, loss 2.224829000000002
Iteration 29811, loss 2.4526410000000025
Iteration 29812, loss 3.9504798658863383
Iteration 29813, loss 3.685687865886337
Iteration 29814, loss 7.340583549337124
Iteration 29815, loss 6.092291683450788
Iteration 29816, loss 5.121728934973647
Iteration 29817, loss 4.7925209349736475
Iteration 29818, loss 4.542671934973647
Iteration 29819, loss 4.042973934973648
Iteration 29820, loss 4.292671934973647
Iteration 29821, loss 5.75618166770182
Iteration 29822, loss 5.498785713310708
Iteration 29823, loss 5.997596507258111
Iteration 29824, loss 5.997596507258111
Iteration 29825, loss 6.49034724433303
Iteration 29826, loss 5.99008945174426
Iteration 29827, loss 6.144483975024773
Iteration 29828, loss 6.144483975024773
Iteration 29829, loss 6.144483975024773
Iteration 29830, loss 6.153358384940495
Iteration 29831, loss 2.842215800581966
Iteration 29832, loss 2.842215800581966
Iteration 29833, loss 2.533612294533011
Iteration 29834, loss 2.533612294533011
Iteration 29835, loss 2.533612294533011
Iteration 29836, loss 2.4552477150565837
Iteration 29837, loss 2.4552477150565837
Iteration 29838, loss 2.50956171443803
Iteration 29839, loss 2.50956171443803
Iteration 29840, loss 2.50956171443803
Iteration 29841, loss 2.830592918999771
Iteration 29842, loss 2.6160494030213393
Iteration 29843, loss 4.6139141897703695
Iteration 29844, loss 2.9098484333130994
Iteration 29845, loss 2.6160494030213393
Iteration 29846, loss 2.513904856659625
Iteration 29847, loss 2.513904856659625
Iteration 29848, loss 2.3787596635001034
Iteration 29849, loss 2.9425458338551804
Iteration 29850, loss 2.572959498505
Iteration 29851, loss 2.586030914879194
Iteration 29852, loss 3.228144903476972
Iteration 29853, loss 2.229547666201554
Iteration 29854, loss 2.229547666201554
Iteration 29855, loss 2.229547666201554
Iteration 29856, loss 2.729547666201554
Iteration 29857, loss 2.729547666201554
Iteration 29858, loss 2.729547666201554
Iteration 29859, loss 2.729547666201554
Iteration 29860, loss 1.9176956646498216
Iteration 29861, loss 2.7243878350048982
Iteration 29862, loss 2.585836769749725
Iteration 29863, loss 2.8950819623036894
Iteration 29864, loss 2.3950819623036894
Iteration 29865, loss 2.3950819623036894
Iteration 29866, loss 2.3950819623036894
Iteration 29867, loss 1.6029423771261502
Iteration 29868, loss 1.7437347479801586
Iteration 29869, loss 1.6061667364638423
Iteration 29870, loss 2.5821045228231374
Iteration 29871, loss 2.243900321855608
Iteration 29872, loss 2.04518939173053
Iteration 29873, loss 2.279584000000002
Iteration 29874, loss 2.279584000000002
Iteration 29875, loss 2.279584000000002
Iteration 29876, loss 2.5591680000000028
Iteration 29877, loss 2.16781325152286
Iteration 29878, loss 1.667813251522861
Iteration 29879, loss 1.1900012515228604
Iteration 29880, loss 1.1752092515228603
Iteration 29881, loss 1.1249053569966145
Iteration 29882, loss 1.7159708866603025
Iteration 29883, loss 1.7159708866603025
Iteration 29884, loss 1.6732545202962168
Iteration 29885, loss 4.891962203747003
Iteration 29886, loss 4.891962203747003
Iteration 29887, loss 5.391660203747004
Iteration 29888, loss 5.677120644223397
Iteration 29889, loss 6.177120644223396
Iteration 29890, loss 5.677120644223396
Iteration 29891, loss 4.970013885841293
Iteration 29892, loss 4.477409885841293
Iteration 29893, loss 4.977409885841293
Iteration 29894, loss 4.599183263607601
Iteration 29895, loss 4.5991832636076
Iteration 29896, loss 5.255787240803156
Iteration 29897, loss 5.255787240803156
Iteration 29898, loss 5.726405683450787
Iteration 29899, loss 5.013083683450789
Iteration 29900, loss 4.9982916834507884
Iteration 29901, loss 1.6867920000000032
Iteration 29902, loss 2.1726040000000024
Iteration 29903, loss 2.172604022804446
Iteration 29904, loss 2.172604022804446
Iteration 29905, loss 2.4226040000000024
Iteration 29906, loss 2.4226040000000024
Iteration 29907, loss 2.080416000000003
Iteration 29908, loss 1.4453960000000023
Iteration 29909, loss 1.4453960000000023
Iteration 29910, loss 1.4453960000000023
Iteration 29911, loss 1.4453960000000023
Iteration 29912, loss 1.4453960000000023
Iteration 29913, loss 1.4453960000000023
Iteration 29914, loss 1.4453960000000023
Iteration 29915, loss 2.7732450000000024
Iteration 29916, loss 2.772943000000002
Iteration 29917, loss 3.3583390000000017
Iteration 29918, loss 3.3583390000000017
Iteration 29919, loss 3.35809958517754
Iteration 29920, loss 3.35809958517754
Iteration 29921, loss 3.35809958517754
Iteration 29922, loss 2.85809958517754
Iteration 29923, loss 2.2012453356851593
Iteration 29924, loss 2.2012453356851593
Iteration 29925, loss 2.2012453356851593
Iteration 29926, loss 1.9871697704625764
Iteration 29927, loss 2.400321075131817
Iteration 29928, loss 2.927706283560422
Iteration 29929, loss 4.927706283560422
Iteration 29930, loss 4.5844095216505805
Iteration 29931, loss 4.5844095216505805
Iteration 29932, loss 4.5844095216505805
Iteration 29933, loss 3.4985605216505813
Iteration 29934, loss 2.5287450647448346
Iteration 29935, loss 3.4979363430861636
Iteration 29936, loss 3.4979363430861636
Iteration 29937, loss 3.9979363430861636
Iteration 29938, loss 3.9979363430861636
Iteration 29939, loss 3.913144109340617
Iteration 29940, loss 3.913144109340617
Iteration 29941, loss 2.9145155851775417
Iteration 29942, loss 3.914515585177541
Iteration 29943, loss 3.914515585177541
Iteration 29944, loss 3.914515585177541
Iteration 29945, loss 2.9145155851775417
Iteration 29946, loss 2.9145155851775417
Iteration 29947, loss 2.9145155851775417
Iteration 29948, loss 2.9145155851775417
Iteration 29949, loss 3.914515585177541
Iteration 29950, loss 3.914515585177541
Iteration 29951, loss 3.914515585177541
Iteration 29952, loss 2.0865155851775405
Iteration 29953, loss 2.0865155851775405
Iteration 29954, loss 2.0865155851775405
Iteration 29955, loss 2.5865155851775405
Iteration 29956, loss 2.57687646062505
Iteration 29957, loss 2.077424293202639
Iteration 29958, loss 2.1222185734488517
Iteration 29959, loss 1.849909253642649
Iteration 29960, loss 2.165119539568653
Iteration 29961, loss 1.6654215395686538
Iteration 29962, loss 1.4154215623730972
Iteration 29963, loss 1.315961377766311
Iteration 29964, loss 1.3590940000000031
Iteration 29965, loss 1.3590940000000031
Iteration 29966, loss 1.3025895851775415
Iteration 29967, loss 1.3025895851775415
Iteration 29968, loss 1.6454700000000029
Iteration 29969, loss 1.6454700000000029
Iteration 29970, loss 3.2724900000000026
Iteration 29971, loss 3.2014330000000024
Iteration 29972, loss 3.287344585177541
Iteration 29973, loss 3.2799485851775403
Iteration 29974, loss 2.2384130000000018
Iteration 29975, loss 1.8243872159639667
Iteration 29976, loss 1.3243872159639671
Iteration 29977, loss 1.3243872159639671
Iteration 29978, loss 1.3243872159639671
Iteration 29979, loss 1.3243872159639671
Iteration 29980, loss 2.5578870818503026
Iteration 29981, loss 1.3243872159639671
Iteration 29982, loss 1.3243872159639671
Iteration 29983, loss 1.3243872159639671
Iteration 29984, loss 1.5596319258876956
Iteration 29985, loss 3.5431317461651433
Iteration 29986, loss 6.283626315865018
Iteration 29987, loss 5.2984183158650175
Iteration 29988, loss 3.307459865886336
Iteration 29989, loss 3.6360638658863365
Iteration 29990, loss 4.134705316274097
Iteration 29991, loss 5.090329316274098
Iteration 29992, loss 5.090329316274098
Iteration 29993, loss 4.746933316274098
Iteration 29994, loss 5.246933316274098
Iteration 29995, loss 3.3078094503877624
Iteration 29996, loss 2.8091680000000014
Iteration 29997, loss 4.809168000000001
Iteration 29998, loss 3.8091680000000014
Iteration 29999, loss 3.07381325152286
Iteration 30000, loss 3.3314854332801587
Iteration 30001, loss 2.846277433280159
Iteration 30002, loss 2.846277433280159
Iteration 30003, loss 2.846277433280159
Iteration 30004, loss 2.8314854332801587
Iteration 30005, loss 3.787109433280159
Iteration 30006, loss 3.287109433280159
Iteration 30007, loss 3.287109433280159
Iteration 30008, loss 3.28710943328016
Iteration 30009, loss 3.28710943328016
Iteration 30010, loss 2.787109433280159
Iteration 30011, loss 2.3730210184576976
Iteration 30012, loss 2.3730210184576976
Iteration 30013, loss 3.201260467486825
Iteration 30014, loss 3.201260467486825
Iteration 30015, loss 3.1153488367003987
Iteration 30016, loss 3.1153488367003987
Iteration 30017, loss 4.115348836700399
Iteration 30018, loss 4.115348836700398
Iteration 30019, loss 3.1153488367003987
Iteration 30020, loss 3.1153488367003987
Iteration 30021, loss 3.115348836700399
Iteration 30022, loss 5.113640520151186
Iteration 30023, loss 5.113640520151186
Iteration 30024, loss 5.841599268628327
Iteration 30025, loss 5.113640520151186
Iteration 30026, loss 5.19961466770182
Iteration 30027, loss 2.0445312515228617
Iteration 30028, loss 2.0445312515228617
Iteration 30029, loss 1.9587890327094093
Iteration 30030, loss 2.216203410475717
Iteration 30031, loss 2.2162034104757167
Iteration 30032, loss 2.880354410475716
Iteration 30033, loss 2.8728332515228607
Iteration 30034, loss 2.8728332515228607
Iteration 30035, loss 2.8728332515228603
Iteration 30036, loss 2.8728332515228603
Iteration 30037, loss 2.208682251522861
Iteration 30038, loss 2.1867477811865492
Iteration 30039, loss 2.1867477811865492
Iteration 30040, loss 2.1867477811865492
Iteration 30041, loss 2.1867477811865492
Iteration 30042, loss 1.9367477811865497
Iteration 30043, loss 1.9367477811865497
Iteration 30044, loss 1.9367477811865497
Iteration 30045, loss 2.8508987811865496
Iteration 30046, loss 2.4145339401394055
Iteration 30047, loss 2.086018366364089
Iteration 30048, loss 2.1717605851775414
Iteration 30049, loss 2.1717605851775414
Iteration 30050, loss 2.1717605851775414
Iteration 30051, loss 2.6372244882607894
Iteration 30052, loss 2.3869041447011474
Iteration 30053, loss 2.094117695672022
Iteration 30054, loss 2.094117695672022
Iteration 30055, loss 2.094117695672022
Iteration 30056, loss 1.8085320620361083
Iteration 30057, loss 1.8085320620361083
Iteration 30058, loss 1.358990681420312
Iteration 30059, loss 1.358990681420312
Iteration 30060, loss 1.7731416814203118
Iteration 30061, loss 1.7730165110652352
Iteration 30062, loss 1.7730165110652352
Iteration 30063, loss 1.4730237951012704
Iteration 30064, loss 1.7304565734383297
Iteration 30065, loss 1.7304565734383297
Iteration 30066, loss 1.7304565734383297
Iteration 30067, loss 1.7304565734383297
Iteration 30068, loss 2.2587033635146003
Iteration 30069, loss 2.2587033635146003
Iteration 30070, loss 1.3011252387684105
